                                                                              Part#,Seg#,XLocationwithinSegmentfromUpstreamSide(m),Layer#,VerticalDistfromTop(m),LateralDistfromLeftBank,Branch#,ParticleInModel(=0),JDAYleftsystem,DetentionTime(days),RemovalMechanism,SedVelocity(m/d),DateStart
    623,     61.000,     0.000,   119.000,     0.800,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    624,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    625,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    626,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    627,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    628,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    629,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    630,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    631,     61.000,     0.000,   100.000,     0.000,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    632,     61.000,     0.000,   100.000,     0.400,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    633,     61.000,     0.000,   100.000,     0.800,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    634,     61.000,     0.000,   100.000,     1.200,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    635,     61.000,     0.000,   100.000,     1.600,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    636,     61.000,     0.000,   101.000,     0.000,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    637,     61.000,     0.000,   101.000,     0.400,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    638,     61.000,     0.000,   101.000,     0.800,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    639,     61.000,     0.000,   101.000,     1.200,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    640,     61.000,     0.000,   101.000,     1.600,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    641,     61.000,     0.000,   102.000,     0.000,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    642,     61.000,     0.000,   102.000,     0.400,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    643,     61.000,     0.000,   102.000,     0.800,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    644,     61.000,     0.000,   102.000,     1.200,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    645,     61.000,     0.000,   102.000,     1.600,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    646,     61.000,     0.000,   103.000,     0.000,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    647,     61.000,     0.000,   103.000,     0.400,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    648,     61.000,     0.000,   103.000,     0.800,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    649,     61.000,     0.000,   103.000,     1.200,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    650,     61.000,     0.000,   103.000,     1.600,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    651,     61.000,     0.000,   104.000,     0.000,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    652,     61.000,     0.000,   104.000,     0.400,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    653,     61.000,     0.000,   104.000,     0.800,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    654,     61.000,     0.000,   104.000,     1.200,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    655,     61.000,     0.000,   104.000,     1.600,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    656,     61.000,     0.000,   105.000,     0.000,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    657,     61.000,     0.000,   105.000,     0.400,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    658,     61.000,     0.000,   105.000,     0.800,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    659,     61.000,     0.000,   105.000,     1.200,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    660,     61.000,     0.000,   105.000,     1.600,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    661,     61.000,     0.000,   106.000,     0.000,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    662,     61.000,     0.000,   106.000,     0.400,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    663,     61.000,     0.000,   106.000,     0.800,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    664,     61.000,     0.000,   106.000,     1.200,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    665,     61.000,     0.000,   106.000,     1.600,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    666,     61.000,     0.000,   107.000,     0.000,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    667,     61.000,     0.000,   107.000,     0.400,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    668,     61.000,     0.000,   107.000,     0.800,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    669,     61.000,     0.000,   107.000,     1.200,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    670,     61.000,     0.000,   107.000,     1.600,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    671,     61.000,     0.000,   108.000,     0.000,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    672,     61.000,     0.000,   108.000,     0.400,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    673,     61.000,     0.000,   108.000,     0.800,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    674,     61.000,     0.000,   108.000,     1.200,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    675,     61.000,     0.000,   108.000,     1.600,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    676,     61.000,     0.000,   109.000,     0.000,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    677,     61.000,     0.000,   109.000,     0.400,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    678,     61.000,     0.000,   109.000,     0.800,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    679,     61.000,     0.000,   109.000,     1.200,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    680,     61.000,     0.000,   109.000,     1.600,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    681,     61.000,     0.000,   110.000,     0.000,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    682,     61.000,     0.000,   110.000,     0.400,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    683,     61.000,     0.000,   110.000,     0.800,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    684,     61.000,     0.000,   110.000,     1.200,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    685,     61.000,     0.000,   110.000,     1.600,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    686,     61.000,     0.000,   111.000,     0.000,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    687,     61.000,     0.000,   111.000,     0.400,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    688,     61.000,     0.000,   111.000,     0.800,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    689,     61.000,     0.000,   111.000,     1.200,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    690,     61.000,     0.000,   111.000,     1.600,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    691,     61.000,     0.000,   112.000,     0.000,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    692,     61.000,     0.000,   112.000,     0.400,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    693,     61.000,     0.000,   112.000,     0.800,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    694,     61.000,     0.000,   112.000,     1.200,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    695,     61.000,     0.000,   112.000,     1.600,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    696,     61.000,     0.000,   113.000,     0.000,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    697,     61.000,     0.000,   113.000,     0.400,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    698,     61.000,     0.000,   113.000,     0.800,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    699,     61.000,     0.000,   113.000,     1.200,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    700,     61.000,     0.000,   113.000,     1.600,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    701,     61.000,     0.000,   114.000,     0.000,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    702,     61.000,     0.000,   114.000,     0.400,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    703,     61.000,     0.000,   114.000,     0.800,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    704,     61.000,     0.000,   114.000,     1.200,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    705,     61.000,     0.000,   114.000,     1.600,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    706,     61.000,     0.000,   115.000,     0.000,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    707,     61.000,     0.000,   115.000,     0.400,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    708,     61.000,     0.000,   115.000,     0.800,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    709,     61.000,     0.000,   115.000,     1.200,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    710,     61.000,     0.000,   115.000,     1.600,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    711,     61.000,     0.000,   116.000,     0.000,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    712,     61.000,     0.000,   116.000,     0.400,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    713,     61.000,     0.000,   116.000,     0.800,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    714,     61.000,     0.000,   116.000,     1.200,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    715,     61.000,     0.000,   116.000,     1.600,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    716,     61.000,     0.000,   117.000,     0.000,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    717,     61.000,     0.000,   117.000,     0.400,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    718,     61.000,     0.000,   117.000,     0.800,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    719,     61.000,     0.000,   117.000,     1.200,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    720,     61.000,     0.000,   117.000,     1.600,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    721,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    722,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    723,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    724,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    725,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    726,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    727,     61.000,     0.000,   119.000,     0.400,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    728,     61.000,     0.000,   119.000,     0.800,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    729,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    730,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    731,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    732,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    733,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    734,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    735,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    736,     61.000,     0.000,   100.000,     0.000,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    737,     61.000,     0.000,   100.000,     0.400,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    738,     61.000,     0.000,   100.000,     0.800,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    739,     61.000,     0.000,   100.000,     1.200,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    740,     61.000,     0.000,   100.000,     1.600,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    741,     61.000,     0.000,   101.000,     0.000,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    742,     61.000,     0.000,   101.000,     0.400,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    743,     61.000,     0.000,   101.000,     0.800,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    744,     61.000,     0.000,   101.000,     1.200,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    745,     61.000,     0.000,   101.000,     1.600,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    746,     61.000,     0.000,   102.000,     0.000,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    747,     61.000,     0.000,   102.000,     0.400,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    748,     61.000,     0.000,   102.000,     0.800,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    749,     61.000,     0.000,   102.000,     1.200,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    750,     61.000,     0.000,   102.000,     1.600,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    751,     61.000,     0.000,   103.000,     0.000,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    752,     61.000,     0.000,   103.000,     0.400,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    753,     61.000,     0.000,   103.000,     0.800,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    754,     61.000,     0.000,   103.000,     1.200,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    755,     61.000,     0.000,   103.000,     1.600,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    756,     61.000,     0.000,   104.000,     0.000,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    757,     61.000,     0.000,   104.000,     0.400,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    758,     61.000,     0.000,   104.000,     0.800,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    759,     61.000,     0.000,   104.000,     1.200,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    760,     61.000,     0.000,   104.000,     1.600,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    761,     61.000,     0.000,   105.000,     0.000,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    762,     61.000,     0.000,   105.000,     0.400,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    763,     61.000,     0.000,   105.000,     0.800,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    764,     61.000,     0.000,   105.000,     1.200,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    765,     61.000,     0.000,   105.000,     1.600,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    766,     61.000,     0.000,   106.000,     0.000,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    767,     61.000,     0.000,   106.000,     0.400,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    768,     61.000,     0.000,   106.000,     0.800,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    769,     61.000,     0.000,   106.000,     1.200,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    770,     61.000,     0.000,   106.000,     1.600,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    771,     61.000,     0.000,   107.000,     0.000,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    772,     61.000,     0.000,   107.000,     0.400,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    773,     61.000,     0.000,   107.000,     0.800,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    774,     61.000,     0.000,   107.000,     1.200,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    775,     61.000,     0.000,   107.000,     1.600,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    776,     61.000,     0.000,   108.000,     0.000,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    777,     61.000,     0.000,   108.000,     0.400,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    778,     61.000,     0.000,   108.000,     0.800,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    779,     61.000,     0.000,   108.000,     1.200,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    780,     61.000,     0.000,   108.000,     1.600,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    781,     61.000,     0.000,   109.000,     0.000,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    782,     61.000,     0.000,   109.000,     0.400,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    783,     61.000,     0.000,   109.000,     0.800,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    784,     61.000,     0.000,   109.000,     1.200,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    785,     61.000,     0.000,   109.000,     1.600,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    786,     61.000,     0.000,   110.000,     0.000,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    787,     61.000,     0.000,   110.000,     0.400,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    788,     61.000,     0.000,   110.000,     0.800,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    789,     61.000,     0.000,   110.000,     1.200,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    790,     61.000,     0.000,   110.000,     1.600,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    791,     61.000,     0.000,   111.000,     0.000,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    792,     61.000,     0.000,   111.000,     0.400,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    793,     61.000,     0.000,   111.000,     0.800,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    794,     61.000,     0.000,   111.000,     1.200,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    795,     61.000,     0.000,   111.000,     1.600,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    796,     61.000,     0.000,   112.000,     0.000,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    797,     61.000,     0.000,   112.000,     0.400,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    798,     61.000,     0.000,   112.000,     0.800,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    799,     61.000,     0.000,   112.000,     1.200,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    800,     61.000,     0.000,   112.000,     1.600,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    801,     61.000,     0.000,   113.000,     0.000,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    802,     61.000,     0.000,   113.000,     0.400,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    803,     61.000,     0.000,   113.000,     0.800,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    804,     61.000,     0.000,   113.000,     1.200,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    805,     61.000,     0.000,   113.000,     1.600,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    806,     61.000,     0.000,   114.000,     0.000,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    807,     61.000,     0.000,   114.000,     0.400,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    808,     61.000,     0.000,   114.000,     0.800,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    809,     61.000,     0.000,   114.000,     1.200,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    810,     61.000,     0.000,   114.000,     1.600,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    811,     61.000,     0.000,   115.000,     0.000,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    812,     61.000,     0.000,   115.000,     0.400,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    813,     61.000,     0.000,   115.000,     0.800,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    814,     61.000,     0.000,   115.000,     1.200,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    815,     61.000,     0.000,   115.000,     1.600,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    816,     61.000,     0.000,   116.000,     0.000,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    817,     61.000,     0.000,   116.000,     0.400,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    818,     61.000,     0.000,   116.000,     0.800,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    819,     61.000,     0.000,   116.000,     1.200,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    820,     61.000,     0.000,   116.000,     1.600,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    821,     61.000,     0.000,   117.000,     0.000,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    822,     61.000,     0.000,   117.000,     0.400,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    823,     61.000,     0.000,   117.000,     0.800,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    824,     61.000,     0.000,   117.000,     1.200,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    825,     61.000,     0.000,   117.000,     1.600,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    826,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    827,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    828,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    829,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    830,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    831,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
